lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_10,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Some important observations during qualitative analysis,1,3,-1,SMCQ,Ultimate,<p>Which is not a black sulphide?</p>,<p>PbS</p>,<p>CuS</p>,<p>CdS</p>,<p>HgS</p>,0,0,1,0,<p>CdS is yellow.</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_11,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Electronaffinity,1,3,-1,SMCQ,Analytical,<p>Which of the following species has the highest electron affinity?</p>,<p><span class='math-tex'>\\({F}^{-}\\)</span></p>,<p>O\t</p>,<p><span class='math-tex'>\\({O}^{-}\\)</span></p>,<p><span class='math-tex'>\\(N{a}^{+}\\)</span></p>,0,1,0,0,"<p>Electron affinity is the amount of energy released. Now energy is released when O accepts an electron. But energy has to be spent when an electron adds to <span class=""math-tex"">\\({F}^{-},{O}^{-}\\)</span> and <span class=""math-tex"">\\(N{a}^{+}\\)</span>.</p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_12,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Electronaffinity,1,3,-1,SMCQ,Analytical,<p>The highest electron affinity is shown by</p>,<p><span class='math-tex'>\\({O}^{-}\\)</span></p>,<p><span class='math-tex'>\\({F}^{-}\\)</span></p>,<p><span class='math-tex'>\\(C{l}_{2}\\)</span></p>,<p>F<sub>2</sub></p>,1,0,0,0,"<p>The molecules of F<sub>2</sub>, Cl<sub>2</sub> and the anoin <span class=""math-tex"">\\({F}^{-}\\)</span>, all have stable noble gas configuration. Therefore, their EA is almost zero. However, <span class=""math-tex"">\\({O}^{-}\\)</span>has one electron less than the noble gas configuration, therefore, <span class=""math-tex"">\\({O}^{-}\\)</span> has the highest EA.</p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_13,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Electronaffinity,1,3,-1,SMCQ,Analytical,"<p>The order of decreasing negative electron gain enthalpy of O, S, Se is</p>",<p>O &gt; S &gt; Se</p>,<p>S &gt; O &gt; Se</p>,<p>Se &gt; O &gt; S</p>,<p>S &gt; Se &gt; O</p>,0,0,0,1,"<p>As the size of the atom increases down a group, the negative electron gain enthalpy decreases from top to bottom. However, due to small size, the inter-electronic repulsions in the O atom are so strong that negative electron gain of O is the smallest among the elements of group 16. Thus the negative electron gain enthalpy of O, S and Se decrease in the order : S &gt; Se &gt; O.</p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_14,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Ionization energy,1,3,-1,SMCQ,Analytical,<p>In the following the element with the highest ionization energy is</p>,<p>[Ne] 3s<sup>2</sup> 3p<sup>1</sup></p>,<p>[Ne] 3s<sup>2</sup> 3p<sup>3</sup></p>,<p>[Ne] 3s<sup>2</sup> 3p<sup>2</sup></p>,<p>[Ne] 3s<sup>2</sup> 3p<sup>4</sup></p>,0,1,0,0,"<p>Due to greater stability of half-filled 3p-orbitals, the element with configuration Option2&nbsp;has the highest ionization enthalpy.</p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_15,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Ionization energy,1,3,-1,SMCQ,Conceptual,<p>With which of the following electronic configuration an atom has the lowest ionisation enthalpy?</p>,<p>1 s<sup>2</sup> 2 s<sup>2</sup> 2 p<sup>6</sup></p>,<p>1 s<sup>2</sup> 2 s<sup>2</sup> 2 p<sup>5</sup></p>,<p>1 s<sup>2</sup> 2 s<sup>2</sup> 2 p<sup>3</sup></p>,<p>1 s<sup>2</sup> 2 s<sup>2</sup> 2p<sup>6</sup> 3 s<sup>1</sup></p>,0,0,0,1,"<p>An element which can loss electron easily, has lowest ionization enthalpy.</p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_16,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Ionization energy,1,3,-1,SMCQ,Analytical,"<p>The second ionization energies of Li, Be, B and C are the order</p>",<p>Li &gt; C &gt; B &gt; Be</p>,<p>Li &gt; B &gt; C &gt; Be</p>,<p>B &gt; C &gt; Be &gt; Li</p>,<p>Be &gt; C &gt; B &gt; Li</p>,0,1,0,0,<p>Ionization energy increasing along the periods but stable electronic configuration element has highest ionization energy.</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_17,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Oxidation States,1,3,-1,SMCQ,Ultimate,<p>Among the following select correct order of decreasing EAN values</p>,<p>I &lt; II &lt; III</p>,<p>I &lt; II = III</p>,<p>I &lt; III &lt; II</p>,<p>III &lt; II &lt; I</p>,1,0,0,0,"<p>EAN of Ni<sup>2+</sup>, Fe<sup>3+</sup><sub> </sub>and Cu<sup>+</sup> are 34, 35 and 36 respectively.</p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_18,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Crystal field Theory,1,3,-1,SMCQ,Analytical,"<p>Relative to the average energy in the spherical crystal field, the t<sub>2g</sub> orbitals in tetrahedral field is</p>","<p>raised by (2/5)<span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Cambria Math&quot;,serif"">&Delta;</span></span></span></span><sub>t</sub></p>","<p>lowered by (2/5)<span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Cambria Math&quot;,serif"">&Delta;</span></span></span></span><sub>t</sub></p>","<p>raised by (3/5)<span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Cambria Math&quot;,serif"">&Delta;</span></span></span></span><sub>t</sub></p>","<p>lowered by (1/5)<span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Cambria Math&quot;,serif"">&Delta;</span></span></span></span><sub>t</sub></p>",1,0,0,0,"<p>Raised by (2/5)<span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Cambria Math&quot;,serif"">&Delta;</span></span></span></span><sub>t</sub></p>"
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_19,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Valence bond Theory,1,3,-1,SMCQ,Ultimate,<p>Select correct order of magnetic moment (BM) from the following option</p>,<p>I &gt; II &gt; III</p>,<p>III &gt; II &gt; I</p>,<p>III &gt; I &gt; II</p>,<p>I &gt; III &gt; II</p>,1,0,0,0,<p>Mn<sup>2+</sup><sub> </sub>= 3d<sup>5</sup>; Fe<sup>2+</sup> = 3d<sup>6</sup>; Co<sup>2+</sup> = 3d<sup>7</sup></p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_20,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Valence bond Theory,1,3,-1,SMCQ,Ultimate,<p>Which of the following complex is inner orbital as well as low spin complex?</p>,<p><span class="math-tex">\\({\\left[Cr{\\left({H}_{2}O\\right)}_{6}\\right]}^{3+}\\)</span></p>,<p><span class="math-tex">\\({\\left[Fe{\\left(CN\\right)}_{6}\\right]}^{3-}\\)</span></p>,<p><span class="math-tex">\\({\\left[Cu{\\left(CN\\right)}_{4}\\right]}^{3-}\\)</span></p>,<p><span class="math-tex">\\({\\left[Mn{\\left(N{H}_{3}\\right)}_{6}\\right]}^{2+}\\)</span></p>,0,1,0,0,<p>CN is strong ligand and Fe<sup>3+</sup> is 3d<sup>6</sup> electronic configurations.</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_21,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Electronegativity,1,3,-1,SMCQ,Analytical,<p>The correct order regarding the electronegativity of hybrid orbitals of carbon is</p>,<p>sp &lt; sp<sup>2</sup> &gt; sp<sup>3</sup></p>,<p>sp &lt; sp<sup>2</sup> &lt; sp<sup>3</sup>  </p>,<p>sp &gt; sp<sup>2</sup> &lt; sp<sup>3</sup></p>,<p>sp &gt; sp<sup>2</sup> &gt; sp<sup>3</sup> </p>,0,0,0,1,<p>s-character is directly proportional to electronegativity.</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_22,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Electronegativity,1,3,-1,SMCQ,Conceptual,"<p>Of the following elements, which one has the highest electronegativity ?</p>",<p>I</p>,<p>Br</p>,<p>Cl</p>,<p>F</p>,0,0,0,1,<p>F is more electronegative in its group</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_23,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Electronegativity,1,3,-1,SMCQ,Analytical,<p>Which is true about electronegativity order (on Pauling scale) of the following elements?</p>,<p>P &gt; Si</p>,<p>C &gt; N</p>,<p>C &gt; Br</p>,<p>Sr &gt; Ca</p>,1,0,0,0,<p>P &gt; Si</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_24,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Modern Periodical Table,1,3,-1,SMCQ,Conceptual,"<p>Which of the following sets represents a collection of isoelectronic species ? (At. Nos. Cs = 55, Br = 35)</p>","<p>Ca<sup>2+</sup>, Cs<sup>+</sup>, Br</p>","<p>Na<sup>+</sup>, Ca<sup>2+</sup>, Mg<sup>2+</sup>\t  </p>","<p>N<sup>3&minus;</sup>, F<sup>&minus;</sup>, Na<sup>+</sup></p>","<p>Be, Al<sup>3+</sup>, Cl<sup>&minus;</sup> </p>",0,0,1,0,<p>Species which have same number of electrons are known as isoelectronic species.</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_25,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Modern Periodical Table,1,3,-1,SMCQ,Conceptual,<p>Atoms of the elements belonging to the same group of periodic table will have</p>,<p>same number of protons</p>,<p>same number of electrons in the valence shell\t  </p>,<p>same number of neutrons\t</p>,<p> same number of electrons</p>,0,1,0,0,<p>Atoms of the elements belonging to the same group of periodic table will have same number of electrons in the valence shell</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_26,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Modern Periodical Table,1,3,-1,SMCQ,Conceptual,<p>Lanthanoids are</p>,<p>14 elements in the sixth period (atomic no. = 90 to 103) that are filling 4f-sublevel</p>,<p>14 elements in the seventh period (atomic no. = 90 to 103) that are filling 5f-sublevel</p>,<p>14 elements in the sixth period (atomic no. = 58 to 71) that are filling 4f-sublevel</p>,<p>14 elements in the seventh period (atomic no. = 58 to 71) that are filling 4f-sublevel</p>,0,0,1,0,<p>Lanthanoids are 14 elements in the sixth period (atomic no. = 58 to 71) that are filling 4f-sublevel</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_27,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Nomenclature,1,3,-1,SMCQ,Ultimate,<p>Select the correct IUPAC name for [Pt(C<sub>5</sub>H<sub>5</sub>N)<sub>4</sub>] [PtCl<sub>4</sub>] complex</p>,<p>tetrapyridineplatinate (II) tetrachloridoplatinate (II)</p>,<p>tetrapyridineplatinate (II) tetrachloridoplatinum (II)</p>,<p>tetrapyridineplatinate (II) tetrachloridoplatinum (II)</p>,<p>tetrapyridineplatinum (II) tetrachloridoplatinate (II)</p>,0,0,0,1,<p>Tetrapyridineplatinum (II) tetrachloridoplatinate (II) is IUPAC name of<br />\n[Pt(C<sub>5</sub>H<sub>5</sub>N)<sub>4</sub>] [PtCl<sub>4</sub>].</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_28,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Nomenclature,1,3,-1,SMCQ,Analytical,<p>Which of the following pair represents linkage isomers?</p>,<p><span class="math-tex">\\(\\left[Cu{\\left(N{H}_{3}\\right)}_{4}\\right]\\left[PtC{l}_{4}\\right]\\ \\ and\\ \\ \\left[Pt{\\left(N{H}_{3}\\right)}_{4}\\right]\\left[CuC{l}_{4}\\right]\\)</span></p>,<p><span class="math-tex">\\(\\left[Cu{\\left(PP{h}_{3}\\right)}_{2}{\\left(NCS\\right)}_{2}\\right]\\ \\ \\ and\\ \\ \\left[Pd{\\left(PP{h}_{3}\\right)}_{2}{\\left(SCN\\right)}_{2}\\right]\\)</span></p>,<p><span class="math-tex">\\(\\left[Co{\\left(N{H}_{3}\\right)}_{5}N{O}_{3}\\right]\\ S{O}_{4}\\ \\ and\\ \\ \\left[Co{\\left(N{H}_{3}\\right)}_{5}S{O}_{4}\\right]N{O}_{3}\\)</span></p>,<p><span class="math-tex">\\(\\left[PtC{L}_{2}{\\left(N{H}_{3}\\right)}_{4}\\right]B{r}_{2}\\ \\ and\\ \\ \\left[PtB{r}_{2}{\\left(N{H}_{3}\\right)}_{4}\\right]C{l}_{2}\\)</span></p>,0,1,0,0,<p>NCS<sup>-</sup> is ambidentate ligand.</p>
lib-block-v1:Beatrix-techJEE-Mainstype@problem+block@Chemistry11_29,JEE-Mains,11,Chemistry,Classification of Elements and Periodicity in properties,Nomenclature,1,3,-1,SMCQ,Ultimate,<p>The IUPAC name of [Co(NH<sub>3</sub>)<sub>5</sub>ONO]<sup>2+</sup></p>,<p>pentamminenitritocobalt (III) ion</p>,<p>pentamminenitrocobalt (III) ion</p>,<p>pentamminenitrotocobalt (IV) ion</p>,<p>pentamminenitrocobalt (IV) ion</p>,1,0,0,0,<p>In ONO<sup>-</sup> oxygen is donor atom.</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_30,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Dipole moment,1,3,-1,SMCQ,Analytical,<p>The molecules which has zero dipole moments is</p>,<p>CH<sub>2</sub>Cl<sub>2</sub></p>,<p>XeF<sub>4</sub></p>,<p>NF<sub>3</sub></p>,<p>ClO<sub>2</sub></p>,0,1,0,0,<p><img alt="Sol 4" src="https://console.cloud.google.com/storage/browser/question_imgs/10.png" /></p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_31,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Molecular orbital theory,1,3,-1,SMCQ,Ultimate,"<p>According to molecular orbital theory, which of the following statements about the magnetic character and bond order is correct of O<sub>2</sub><sup>+</sup>?</p>","<p>paramagnetic, B.O. &lt; O<sub>2</sub></p>","<p>paramagnetic, B.O. &gt; O<sub>2</sub> </p>","<p>dimagnetic, B.O. &lt; O<sub>2</sub></p>","<p>dimagnetic, B.O. &gt; O<sub>2</sub></p>",0,1,0,0,<p>B.O. = O<sub>2</sub><sup>+</sup> = 2.5</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_32,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Ionic Crystals,1,3,-1,SMCQ,Analytical,<p>Every atom or ion that forms an FCC unit cell is surrounded by</p>,<p>six octahedral holes and eight tetrahedral holes</p>,<p>right octahedral holes and six tetrahedral holes</p>,<p>six octahedral holes and six tetrahedral holes</p>,<p>eight octahedral holes and four tetrahedral holes</p>,1,0,0,0,<p>Each corner can support six edges and hence it is surrounded by six octahedral voids.</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_33,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Laws of Chemical Combination,1,3,-1,SMCQ,Ultimate,<p>Chemical equation is balanced according to the laws of</p>,<p>Multipleple proportion </p>,<p>reciprocal proportion </p>,<p>conservation of atom</p>,<p>definite proportion   </p>,0,0,1,0,"<p>Number of atoms in reactants side must be equal to number of atoms in products side, is needed to balance any chemical equation. This is also called conservation of atom.</p>"
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_34,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Metallic Bonding,1,3,-1,SMCQ,Conceptual,<p>Which of the following metal in best conductor of electricity?</p>,<p>Cu</p>,<p>Na</p>,<p>Zn</p>,<p>Ag </p>,0,0,0,1,<p>More extent of overlapping of CB and VB in Ag.</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_35,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Valence bond Theory,1,3,-1,SMCQ,Analytical,<p>Which one of the following cyano complexes would exhibit the lowest value of paramagnetic behaviour?</p>,<p><span class="math-tex">\\({\\left[Cr{\\left(CN\\right)}_{6}\\right]}^{3+}\\)</span></p>,<p><span class="math-tex">\\({\\left[Co{\\left(CN\\right)}_{6}\\right]}^{3+}\\)</span></p>,<p><span class="math-tex">\\({\\left[Fe{\\left(CN\\right)}_{6}\\right]}^{3+}\\)</span></p>,<p><span class="math-tex">\\({\\left[Mn{\\left(CN\\right)}_{6}\\right]}^{3+}\\)</span></p>,0,1,0,0,<p><span class="math-tex">\\({\\left[Co{\\left(CN\\right)}_{6}\\right]}^{\\ -3}\\)</span> has zero unpaired electron.</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_36,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Covalent Bond,1,3,-1,SMCQ,Analytical,"<p>In the following electron dot structure, calculate the formal charge from left to right nitrogen atom;</p>","<p><span class=""math-tex"">\\(-1, -1, +1\\)</span></p>","<p><span class=""math-tex"">\\(-1, +1, -1\\)</span></p>","<p><span class=""math-tex"">\\(+1, -1, -1\\)</span></p>","<p><span class=""math-tex"">\\(+1, -1, +1\\)</span></p>",0,1,0,0,<p>&nbsp;</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_37,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Concept of Entropy,1,3,-1,SMCQ,Conceptual,"<p>When ice melts into water, entropy -</p>",<p>Becomes zero</p>,<p>Decreases\t</p>,<p>Increases</p>,<p>Remains same</p>,0,0,1,0,<p>Increases</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_38,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Extensive and intensive properties,1,3,-1,SMCQ,Conceptual,"<p>An ideal gas expands from volume V<sub>1</sub> to V<sub>2</sub>. This may be achieved by any of the three processes : isobaric, isothermal and adiabatic. Let <span class=""math-tex"">\\(\\triangle\\)</span>E be the change in internal energy of the gas, Q be the work done by the system on the gas. Identify which of the following statements is not true for <span class=""math-tex"">\\(\\triangle\\)</span>E?</p>",<p><span class="math-tex">\\(\\triangle\\)</span>E is the least in the adiabatic expansion</p>,<p><span class="math-tex">\\(\\triangle\\)</span>E is the greatest in the adiabatic expansion</p>,<p><span class="math-tex">\\(\\triangle\\)</span>E is greatest under isobaric process</p>,<p><span class="math-tex">\\(\\triangle\\)</span>E in isothermal process lies in-between the values obtained under isobaric and adiabatic process</p>,0,1,0,0,"<p>In adiabatic process, system does work at the cost of its internal energy.</p>"
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_39,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Hybridisation,1,3,-1,SMCQ,Analytical,<p>Which of the following is not a sequence of back bonding in BF<sub>3</sub>?</p>,<p>Its planarity</p>,<p>Smaller <span class="math-tex">\\(B - F\\)</span> bond length than sum of covalent radii of B and F</p>,<p>Less Lewis acidic strength as compare to BCl<sub>3</sub></p>,<p>The <span class="math-tex">\\(\\pi\\)</span>-bond order in each <span class="math-tex">\\(B-F\\)</span> bond is 1/3.</p>,1,0,0,0,<p><img alt="Sol 4" src="https://console.cloud.google.com/storage/browser/question_imgs/1634.png" /></p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_40,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Ionic Bond,1,3,-1,SMCQ,Analytical,<p>Find the set of compounds in order of increasing ionic character</p>,<p>N<sub>2</sub> &lt; ClF<sub>3</sub> &lt; SO<sub>2 </sub>&lt; LiF &lt; K<sub>2</sub>O</p>,<p>ClF<sub>3</sub> &lt; LiF &lt; SO<sub>2</sub> &lt; N<sub>2</sub> &lt; K<sub>2</sub>O</p>,<p>SO<sub>2</sub> &lt; N<sub>2</sub> &lt; ClF<sub>3</sub> &lt; LiF &lt; K<sub>2</sub>O</p>,<p>None of these\t\t </p>,1,0,0,0,<p>Electro positive elements increases ionic nature</p>
lib-block-v1:Beatrix-techJEE-Advancedtype@problem+block@Chemistry11_41,JEE-Advanced,11,Chemistry,Chemical Bonding and Molecular Structure,Ionic Bond,1,3,-1,SMCQ,Ultimate,"<p>Some ether is added to an aqueous solution mixture of LiCl, NaCl and AlCl<sub>3</sub>. Which will be extracted into ether?</p>","<p>LiCl, NaCl</p>","<p>LiCl, AlCl<sub>3</sub></p>","<p>NaCl, AlCl<sub>3</sub></p>","<p>LiCl, NaCl, AlCl<sub>3</sub></p>",0,1,0,0,<p>Ether is a non-polar solvent (covalent) like dissolves likes (covalent)</p>
